id,jname,rname,ename,first,affiliation,occupation,origin,epithet,status,age,birth,height,blood type,bounty,jva,Odex eva,4kids eva,Funi eva,liveaction,residence,alias,age2,dfname,dfename,dfmeaning,dftype,birthname,dfname2,dfename2,dfmeaning2,dftype2,size,weight,doriki,cp9key,zombie number,gladiator number
Inoichibannosuke,['いの一番の助'],['Inoichibannosuke'],['N/A'],"['Chapter 917', 'Episode 904']",,['Firefighter'],,,['Alive'],,,,,,,,,,,['Wano Country (Bakura Town)'],,,,,,,,,,,,,,,,,
Yame,['お八女'],['O-Yame'],['N/A'],"['Chapter 917', 'Episode 904']",,,,,['Alive'],,,,,,['Maki Tsuruta'],,,['Marianne Bray'],,['Wano Country (Okobore Town)'],,,,,,,,,,,,,,,,,
Kinbo,['キン坊'],['Kinbō'],['N/A'],"['Chapter 917', 'Episode 904']",,,,,['Alive'],,,,,,['Arisa Sekine'],,,['Molly Zhang'],,['Wano Country (Okobore Town)'],,,,,,,,,,,,,,,,,
Sarahebi,['さらへび'],['Sarahebi'],['Sarahebi'],"['Chapter 919', 'Episode 909']",['Beasts Pirates'],"['Gifter', 'Teacher (former)']",,,['Alive'],,,,,,['Yuka Komatsu'],,,['Emily Fajardo'],,,,,['Snake SMILE'],,,['Artificial Zoan'],,,,,,,,,,,
Kozuki_Toki,['光月トキ'],['Kōzuki Toki'],"['Kozuki Toki', 'Kouzuki Toki (OPCG)']","['Chapter 919', 'Episode 893']","['Kozuki Family', 'Amatsuki Family', 'Whitebeard Pirates (former)', 'Roger Pirates (former)']",,,,['Deceased'],,['January 19th'],"['190 cm (6\'3"")']",['X'],,['Keiko Han'],,,['Scarlett McAlister'],,['Wano Country (Kuri)'],,['36  (born around 830 years ago)'],['Toki Toki no Mi'],"['Time-Time Ability (VIZ)', 'Time-Time Fruit (Funimation)']",['Time'],['Paramecia'],"['Amatsuki Toki (天月トキ, Amatsuki Toki?)']",,,,,,,,,,
Ginnosuke,['銀のすけ'],['Ginnosuke'],['N/A'],"['Chapter 919', 'Episode 909']",,['Student'],,,['Alive'],,,,,,,,,['Madeleine Broseh'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Chihaya,['千早'],['Chihaya'],['N/A'],"['Chapter 919', 'Episode 909']",,['Student'],,,['Alive'],,,,,,,,,['Ashe Thurman'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Denjiro,['傳ジロー'],['Denjirō'],['Denjiro'],"['Chapter 919', 'Episode 909']","['Kozuki Family', 'Nine Red Scabbards', 'Kyoshiro Family', 'Kurozumi Family (undercover)']","['Samurai', 'Retainer of the Kozuki Family', 'Yakuza Boss', 'Money Changer', 'Thief']",['Grand Line (Wano Country)'],"['""Dozing Kyoshiro""']",['Alive'],['47'],['October 26th'],"['306 cm (10\'0½"")']",['XF'],,['Daisuke Kishio'],,,['Christopher Wehkamp'],,['Wano Country (Flower Capital)'],"['""Kyoshiro""', '""Ushimitsu Kozo""']",,,,,,,,,,,,,,,,
Hara,['原'],['Hara'],['N/A'],"['Chapter 919', 'Episode 909']",,,,,['Alive'],,,,,,['Ken Uo'],,,['Martin Cervantes'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
King,['キング'],['Kingu'],['King'],"['Chapter 920', 'Episode 910 (silhouette)', 'Chapter 925', 'Episode 918']",['Beasts Pirates'],['All-Star'],['Grand Line'],"['""King the Conflagration""']",['Alive'],['47'],['December 1st'],"['613 cm (20\'1"")']",['S'],['1390000000'],['Makoto Tamura'],,,['Gabe Kunda'],,['Wano Country'],,,"['Ryu Ryu no Mi, Model: Pteranodon']","['Dragon-Dragon Fruit, Model: Pteranodon']","['Dragon, Pteranodon']",['Ancient Zoan'],"['Alber (アルベル, Aruberu?)']",,,,,,,,,,
Queen,['クイーン'],['Kuīn'],['Queen'],"['Chapter 920', 'Episode 910 (silhouette)', 'Chapter 925', 'Episode 918']","['Beasts Pirates', 'MADS (former)']","['All-Star', 'Scientist', 'De Facto Ruler of Udon (former)']",['Grand Line'],"['""Queen the Plague""']",['Alive'],['56'],['July 13th'],"['612 cm (20\'1"")']",['XF'],['1320000000'],['Hiroki Takahashi'],,,['Major Attaway'],,['Wano Country (Onigashima)'],,,"['Ryu Ryu no Mi, Model: Brachiosaurus']","['Dragon-Dragon Fruit, Model: Brachiosaurus']","['Dragon, Brachiosaurus']",['Ancient Zoan'],,,,,,,,,,,
Kozuki_Oden,['光月おでん'],['Kōzuki Oden'],"['Kozuki Oden', 'Kouzuki Oden (OPCG)']","['Chapter 920', 'Episode 910']","['Kozuki Family', 'Roger Pirates (former)', 'Whitebeard Pirates (former)']","['Samurai', 'Daimyo', 'Pirate (former)', '2nd Division Commander (former)']",['Grand Line (Wano Country)'],"['""Idiot Lord""']",['Deceased'],,['February 22nd'],"['382 cm (12\'6"")']",['F'],['Unknown'],['Hiroya Ishimaru'],,,['Robbie Daymond'],,"['Wano Country (Kuri)', '(Flower Capital) (former)']",,['39'],,,,,,,,,,,,,,,
Ashura_Doji,['アシュラ童子'],['Ashura Dōji'],['Ashura Doji'],"['Chapter 920', 'Episode 910']","['Mt. Atama Thieves', 'Kozuki Family', 'Nine Red Scabbards']","['Bandit', 'Retainer of the Kozuki Family', 'Yakuza Boss (former)', 'Samurai']",['Grand Line (Wano Country)'],['Strongest Monster of Kuri'],['Deceased'],,['April 10th'],"['544 cm (17\'10½"")']",['X'],,['Nobuo Tobita'],,,['Ricco Fajardo'],,['Wano Country (Kuri: Mt. Atama)'],['Shutenmaru'],['56'],,,,,,,,,,,,,,,
Kawamatsu,['河松'],['Kawamatsu'],['Kawamatsu'],"['Chapter 920', 'Episode 910']","['Kozuki Family', 'Nine Red Scabbards']","['Retainer of the Kozuki Family', 'Samurai', 'Sumo Wrestler', 'Highway Robber (former)']",['Grand Line (Wano Country)'],"['""Kawamatsu the Kappa""', '""Yokozuna Kawamatsu""']",['Alive'],['41'],['June 14th'],"['271 cm (8\'11"")']",['F'],,"['Yū Mizushima', 'Yūta Kasuya (young)']",,,"['Anthony Bowling', 'Lindsay Seidel (young)']",,['Wano Country'],['Gyukimaru'],,,,,,,,,,,,,,,,
Jibuemon,['地武えもん'],['Jibuemon'],['Jibuemon'],"['Chapter 920', 'Episode 911']",['Kozuki Family'],"['Retainer of the Kozuki Family', 'Samurai']",,,['Alive'],,,,,,['Masanori Machida'],,,['Daniel Van Thomas'],,['Wano Country (Kibi)'],,,,,,,,,,,,,,,,,
Kurosawa,['クロ沢'],['Kurosawa'],['N/A'],"['Chapter 920', 'Episode 911']","['Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance']",['Samurai'],,,['Alive'],,,,,,,,,,,['Wano Country'],,,,,,,,,,,,,,,,,
Kagero,['カゲロウ'],['Kagerō'],['N/A'],"['Chapter 920', 'Episode 909']","['Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance']","['Samurai', 'Priest']",,,['Alive'],,,,,,['Tomohisa Asō'],,,['James Larabee'],,['Wano Country'],,,,,,,,,,,,,,,,,
Tabuhachiro,['たぶ八郎'],['Tabuhachirō'],['N/A'],"['Chapter 920', 'Episode 911']","['Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance']",,,,['Alive'],,,,,,,,,['Carl G. Brooks'],,['Wano Country'],,,,,,,,,,,,,,,,,
Shinobu,['しのぶ'],['Shinobu'],['Shinobu'],"['Chapter 921', 'Episode 911']",['Kozuki Family'],"['Kunoichi', 'Retainer of the Kozuki Family']",['Grand Line (Wano Country)'],"['""Bewitching Kunoichi""', '""Shinobu the Man-Killer""']",['Alive'],['49'],['October 23rd'],"['180 cm (5\'11"")']",['F'],,['Yuriko Yamamoto'],,,['Morgan Garrett'],,"['Kuri, Wano Country']",,,['Juku Juku no Mi'],"['Ripe-Ripe Enticement Jutsu (VIZ and Funimation)', 'Ripe-Ripe Fruit (One Piece Official YouTube Channel)']",['Mature'],['Paramecia'],,,,,,,,,,,
Chocho,['お蝶々'],['O-Chōchō'],['N/A'],"['Chapter 921', 'Episode 912']",,,,,['Alive'],,,,,,"['Kimiko Saitō (Episode 912)', 'Maki Tsuruta (Episode 975)']",,,['Hannah Alyea'],,"['Wano Country (Okobore Town', 'formerly Bakura Town)']",,,,,,,,,,,,,,,,,
Gorobe,['ごろ兵衛'],['Gorobē'],"['Gorobei', 'Gorobe (WT100)']","['Chapter 924', 'Episode 916']",,,,,['Unknown'],,,,,,['Yasunori Masutani'],,,['Daniel Van Thomas'],,"['Okobore Town, Kuri, Wano Country']",,,,,,,,,,,,,,,,,
Kikipatsu,['キキパツ'],['Kikipatsu'],['N/A'],"['Chapter 925', 'Episode 917']",['Blackbeard Pirates'],,,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maki,['マキ'],['Maki'],['N/A'],"['Chapter 925', 'Episode 917']",['Blackbeard Pirates'],,,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tori,['トリ'],['Tori'],['N/A'],"['Chapter 925', 'Episode 917']",['Blackbeard Pirates'],['Pirate'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobon,['ドボン'],['Dobon'],['Dobon'],"['Chapter 926', 'Episode 919']",['Beasts Pirates'],"['Shinuchi', 'Vice Warden of the Prisoner Mine']",,,['Alive'],,,,,,['Taro Yamaguchi'],,,['Philip Annarella'],,,,,,['Hippopotamus SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Ibiributsu,['イビリブツ'],['Ibiributsu'],['N/A'],"['Chapter 926', 'Episode 919']",['Beasts Pirates'],"['Waiter', 'Prisoner Mine Guard']",,,['Alive'],,,,,,,,,['Spencer Liles'],,,,,,,,,,,,,,,,,,,
Donannoyo,['ドウナンノヨ'],['Dōnannoyo'],['N/A'],"['Chapter 926', 'Episode 919']",['Beasts Pirates'],"['Waiter', 'Prisoner Mine Guard']",,,['Alive'],,,,,,,,,['Dalton Tindall'],,,,,,,,,,,,,,,,,,,
Kamekichi,['カメ吉'],['Kamekichi'],['N/A'],"['Chapter 926', 'Episode 918']",,['Newspaper deliveryman'],,,['Alive'],,,,,,['Shinichi Yamada'],,,['Adam Gibbs'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Ukon,['右近'],['Ukon'],['N/A'],"['Chapter 926', 'Episode 918']","['Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance']",['Samurai'],,,['Alive'],,,,,,,,,['Andrew Chandler'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Hidayu,['火太夫'],['Hidayū'],['N/A'],"['Chapter 926', 'Episode 918']","['Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance']",['Samurai'],,,['Alive'],,,,,,,,,['Brian Hathaway'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Monjiro,['紋ジロウ'],['Monjirō'],['N/A'],"['Chapter 926', 'Episode 918']","['Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance']",['Samurai'],,,['Alive'],,,,,,,,,,,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Jujiro,['十字ロウ'],['Jūjirō'],['N/A'],"['Chapter 926', 'Episode 918']","['Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance']",['Samurai'],,,['Alive'],,,,,,,,,['Bradley Gareth'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Kakunoshin,['カクの進'],['Kakunoshin'],['N/A'],"['Chapter 926', 'Episode 918']","['Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance']",['Samurai'],,,['Alive'],,,,,,,,,['Kristian Eros'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Kojuro,['コ十郎'],['Kojūrō'],['N/A'],"['Chapter 926', 'Episode 918']","['Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance']",['Samurai'],,,['Alive'],,,,,,['Kazumasa Fukagawa'],,,['Ethan Gallardo'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Dotaku,['道たく'],['Dōtaku'],['Dotaku'],"['Chapter 926', 'Episode 918']",['Kozuki Family'],['Samurai'],,,['Alive'],,,,,,['Tomohisa Asō'],,,['Matt Thurston'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Hyogoro,['ヒョウ五郎'],['Hyōgorō'],['Hyogoro'],"['Chapter 926', 'Episode 919']",,"['Prisoner (former)', 'Yakuza Boss (former)', 'Samurai']",,"['""Hyogoro of the Flower""']",['Alive'],['70'],['February 14th'],"['100 cm (3\'3"")']",['S'],,['Tomomichi Nishimura'],,,['Doug Jackson'],,"['Flower Capital (former)', 'Udon, Wano Country']","['""Grandpa Hyo""']",,,,,,,,,,,,,,,,
Akudai_Kanzaburo,['悪代カン三郎'],['Akudai Kanzaburō'],['N/A'],"['Chapter 926', 'Episode 918']",,['Arms dealer'],,,['Alive'],,,,,,['Yasuhiro Mamiya'],,,,,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Waruno_Furishiro,['割野フリ四郎'],['Waruno Furishirō'],['N/A'],"['Chapter 926', 'Episode 918']",,,,,['Alive'],,,,,,['Yasunori Masutani'],,,['Marcus Stimac'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Kuni,['クニさん'],['Kuni-san'],['Kuni'],"['Chapter 927', 'Episode 919']",['Kyoshiro Family'],,,,['Alive'],,,,,,['Takashi Matsuyama'],,,['Cory J Phillips'],,['Wano Country'],,,,,,,,,,,,,,,,,
Kurozumi_Orochi,['黒炭オロチ'],['Kurozumi Orochi'],['Kurozumi Orochi'],"['Chapter 927', 'Episode 921']","['Wano Country (Kurozumi Family)', 'Beasts Pirates (former)']",['Shogun of Wano Country (former)'],['Grand Line (Wano Country)'],,['Deceased'],,['September 23rd'],"['350 cm (11\'6"")']",['XF'],,['Hiroshi Iwasaki'],,,['Keith Silverstein'],,['Wano Country (Flower Capital)'],,['54'],"['Hebi Hebi no Mi, Model: Yamata no Orochi']","['Snake-Snake Fruit, Model: Eight Headed Serpent']","['Snake', 'Eight-Headed Snake']",['Mythical Zoan'],,,,,,,,,,,
Kaku_(Wano),['カクさん'],['Kaku-san'],['Kaku'],"['Chapter 927', 'Episode 919']",['Kyoshiro Family'],,,,['Alive'],,,,,,['Yūsuke Numata'],,,['Alejandro Saab'],,,,,,,,,,,,,,,,,,,
Suke,['スケさん'],['Suke-san'],['Suke'],"['Chapter 927', 'Episode 919']",['Kyoshiro Family'],,,,['Alive'],,,,,,['Toshihiro Okubo'],,,['Dave Trosko'],,['Wano Country'],,,,,,,,,,,,,,,,,
Toko,['トコ'],['Toko'],['Toko'],"['Chapter 927', 'Episode 920']","['Kozuki Hiyori, Shimotsuki Family']",['Kamuro'],,,['Alive'],['6'],['October 5th'],"['89 cm (2\'11"")']",['F'],,['Kokoro Kikuchi'],,,['Kara Edwards'],,,,,,,,,,,,,,,,,,,
Takao,['高尾'],['Takao'],['N/A'],"['Chapter 927', 'Episode 921']",['Komurasaki'],['Kamuro'],,,['Alive'],,,,,,,,,,,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Sandayu,['三ダユー'],['Sandayū'],['Sandayu'],"['Chapter 928', 'Episode 921']",['Komurasaki'],['Bodyguard'],,,['Alive'],,,,,,['Kazumasa Fukagawa'],,,['Matthew David Rudd'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Bingo,['びん豪'],['Bingō'],['Bingoh'],"['Chapter 928', 'Episode 921']",,"['Priest (former)', 'Cooper (former)', 'Graverobber (former)']",,,['Alive'],,,,,,['Masaharu Satō'],,,['Dalton Tindall'],,['Wano Country (Ebisu Town)'],,,,,,,,,,,,,,,,,
Bungo,['ブン業'],['Bungō'],['Bungoh'],"['Chapter 928', 'Episode 921']",,"['Arsonist', 'Graverobber (former)']",,,['Alive'],,,,,,['Kohei Fukuhara'],,,['Grant Paulsen'],,['Wano Country (Ebisu Town)'],,,,,,,,,,,,,,,,,
Bongo,['凡ゴウ'],['Bongō'],['Bongoh'],"['Chapter 928', 'Episode 921']",,"['Lumber Dealer (former)', 'Graverobber (former)']",,,['Alive'],,,,,,['Hiromu Miyazaki'],,,['James Larabee'],,['Wano Country (Ebisu Town)'],,,,,,,,,,,,,,,,,
Page_One,['ページワン'],['Pējiwan'],['Page One'],"['Chapter 929', 'Episode 923']",['Beasts Pirates (Tobiroppo)'],['Shinuchi'],['Grand Line'],,['Alive'],['20'],['February 10th'],"['171 cm (5\'7"")']",['X'],['290000000'],['Yutaka Aoyama'],,,['Tom Laflin'],,['Wano Country'],,,"['Ryu Ryu no Mi, Model: Spinosaurus']","['Dragon-Dragon Fruit, Model: Spinosaurus']","['Dragon, Spinosaurus']",['Ancient Zoan'],,,,,,,,,,,
Maha,['マハ'],['Maha'],['Maha'],"['Chapter 929', 'Episode 922']",['CP0'],['Cipher Pol Agent'],,,['Unknown'],,,,,,['Takuro Nakakuni'],,,['Chris Niosi'],,,,,,,,,,,,,,,,,,,
Hanji_(Shopkeeper),['半次'],['Hanji'],['N/A'],"['Chapter 929', 'Episode 922']",,['Pawn Shop Owner'],,,['Alive'],,,,,,,,,['Ray Hurd'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Kumagoro,['クマ五郎'],['Kumagorō'],['Kumagoro'],"['Chapter 929', 'Episode 922']",,,,,['Alive'],,,,,,['Hiromu Miyazaki'],,,['Cris George'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Kobe,['幸べエ'],['Kōbē'],['Kobei'],"['Chapter 929', 'Episode 922']",,['Landlord'],,,['Alive'],,,,,,['Tomohisa Asō'],,,['Bruce DuBose'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Kisegawa,['きせ川'],['Kisegawa'],['Kisegawa'],"['Chapter 929', 'Episode 922']",,['Geisha'],,,['Alive'],,,,,,['Kanami Taguchi'],,,['Lexi Nieto'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Tokijiro,['時ジロー'],['Tokijirō'],['Tokijiro'],"['Chapter 929', 'Episode 922']",,,,,['Alive'],,,,,,['Kazumasa Fukagawa'],,,['Grant Paulsen'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Rakuda,['らくだ'],['Rakuda'],['Rakuda'],"['Chapter 929', 'Episode 922']",,,,,['Alive'],,,,,,['Koji Haramaki'],,,['Brian Hathaway'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Shimotsuki_Yasuie,['霜月康イエ'],['Shimotsuki Yasuie'],['Shimotsuki Yasuie'],"['Chapter 929', 'Episode 916']",,"['Taikomochi', 'Daimyo (former)']",,"['""Yasu the Hedgehog""']",['Deceased'],,['April 2nd'],"['155 cm (5\'1"")']",['F'],,['Bin Shimada'],,,['Kenny Green'],,"['Ebisu Town', 'Hakumai (former)']","['""Tonoyasu""']",['71'],,,,,,,,,,,,,,,
Koito,['小糸'],['Koito'],['N/A'],"['Chapter 930', 'Episode 923']",,,,,['Alive'],,,,,,,,,,,['Wano Country (Ebisu Town)'],,,,,,,,,,,,,,,,,
Asashichi,['麻七'],['Asashichi'],['N/A'],"['Chapter 930', 'Episode 924']",,['Soba Shop Owner'],,,['Alive'],,,,,,,,,['Jeff Swearingen'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Fukurokuju,['福ロクジュ'],['Fukurokuju'],['Fukurokuju'],"['Chapter 931', 'Episode 925']","['Kurozumi Family', 'Beasts Pirates (former)', 'Orochi Oniwabanshu (former)', 'Kozuki Family (former)']","['Ninja', 'Captain of the Orochi Oniwabanshu (former)']",['Wano Country'],,['Unknown'],['61'],['March 29th'],"['221 cm (7\'3"")']",['X'],,['Masahiro Ogata'],,,['Nazeeh Tarsha'],,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Daikoku,['大黒'],['Daikoku'],['Daikoku'],"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu', 'Kurozumi Family']","['Ninja', 'Pirate']",['Wano Country'],,['Alive'],['42'],['May 12th'],"['436 cm (14\'3"")']",['S'],,['Takashi Matsuyama'],,,['Monty Thompson'],,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Hanzo,['半ぞう'],['Hanzō'],['Hanzo'],"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)', 'Kozuki Family Oniwabanshu (anime only, former)']","['Ninja', 'Pirate']",['Wano Country'],,['Alive'],['42'],['August 3rd'],"['544 cm (17\'10"")']",['F'],,['Kohei Fukuhara'],,,['Jason Lord'],,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Fujin,['風刃'],['Fūjin'],['Fujin'],"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)', 'Kurozumi Family (former)']","['Ninja', 'Pirate']",['Wano Country'],,['Alive'],['45'],['February 4th'],"['200 cm (6\'7"")']",['X'],,['Yusuke Handa'],,,['Zac Loera'],,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Raijin,['雷刃'],['Raijin'],['Raijin'],"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)', 'Kurozumi Family (former)']","['Ninja', 'Pirate']",['Wano Country'],,['Alive'],['45'],['June 4th'],"['200 cm (6\'7"")']",['X'],,['Kappei Yamaguchi'],,,['Landon McDonald'],,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Chome,['ちょめ'],['Chome'],['Chome'],"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)', 'Kurozumi Family (former)']","['Ninja', 'Pirate']",['Wano Country'],,['Alive'],['14'],['April 24th'],"['150 cm (4\'11"")']",['F'],,['Ayaka Saitō'],,,['Shelby Chambers'],,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Jigoku_Benten,['地獄弁天'],['Jigoku Benten'],['Jigoku-Benten'],"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)', 'Kurozumi Family (former)']","['Ninja', 'Pirate']",['Wano Country'],,['Alive'],['21'],['October 18th'],"['225 cm (7\'4"")']",['X'],,['Akiko Utsumi'],,,['Kasi Hollowell'],,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Bishamon,['ビシャ門'],['Bishamon'],['Bishamon'],"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)', 'Kurozumi Family (former)']","['Ninja', 'Pirate']",['Wano Country'],,['Alive'],['28'],['August 1st'],"['182 cm (6\'0"")']",['XF'],,['Ikuto Kanemasa'],,,['Stephen Miller'],,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Yazaemon,['矢ざえもん'],['Yazaemon'],['Yazaemon'],"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)']","['Ninja', 'Pirate']",['Wano Country'],,['Alive'],['24'],['August 8th'],"['180 cm (5\'10"")']",['S'],,['Takahiro Fujimoto'],,,['Howard Wang'],,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Kazekage,['風影'],['Kazekage'],['Kazekage'],"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)']","['Ninja', 'Pirate']",['Wano Country'],,['Alive'],['43'],['February 28th'],"['192 cm (6\'3"")']",['F'],,['Shogo Sakata'],,,['Branden Loera'],,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Sarutobi,['猿飛'],['Sarutobi'],['Sarutobi'],"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)']","['Ninja', 'Pirate']",['Wano Country'],,['Alive'],['45'],['March 12th'],"['378 cm (12\'5"")']",['F'],,['Keiji Hirai'],,,['Chris Niosi'],,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Inukai,['犬飼'],['Inukai'],['N/A'],"['Chapter 932', 'Episode 926']",,['Official'],,,['Alive'],,,,,,,,,['Comona Lewin'],,['Wano Country'],,,,,,,,,,,,,,,,,
Sugamichi_and_Warazane,"['スガミチ', 'ワラザネ']","['Sugamichi', 'Warazane']",['N/A'],"['Chapter 931', 'Episode 925']",['Fujin and Raijin'],,,,['Alive'],,,,,,,,,,,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Tsurue_Monnosuke,['鶴江もんの助'],['Tsurue Monnosuke'],['N/A'],"['Chapter 933', 'Episode 928']",,['Machi-bugyō'],,,['Alive'],,,,,,,,,['Mark Allen Jr.'],,['Wano Country (Flower Capital)'],,,,,,,,,,,,,,,,,
Alpacaman,['アルパカマン'],['Arupakaman'],['Alpaca-Man'],"['Chapter 934', 'Episode 929']",['Beasts Pirates'],['Gifter'],,,['Alive'],,,,,,['Takeharu Onishi'],,,['Bryson Baugus'],,,,,,['Alpaca SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Daifugo,['ダイフゴー'],['Daifugō'],['Daifugo'],"['Chapter 934', 'Episode 928']","['Beasts Pirates', 'Tama']","['Shinuchi', 'Vice Warden of the Prisoner Mine']",,,['Alive'],,,,,,['Tōru Nakane'],,,['Josh Martin'],,,,,,['Scorpion SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Babanuki,['ババヌキ'],['Babanuki'],['Babanuki'],"['Chapter 934', 'Episode 930']","['Beasts Pirates', 'Tama']","['Shinuchi', 'Warden of the Prisoner Mine']",,,['Alive'],,,,,,['Susumu Akagi'],,,['Alex Hom'],,,,,,['Elephant SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Solitaire,['ソリティア'],['Soritia'],['Solitaire'],"['Chapter 935', 'Episode 930']",['Beasts Pirates'],"['Shinuchi', 'Vice Warden of the Prisoner Mine']",,,['Alive'],,,,,,['Umeka Shōji'],,,['Kayla Parker'],,,,,,['Monkey SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Onimaru,['オニ丸'],['Onimaru'],['Onimaru'],"['Chapter 936', 'Episode 932']","['Shimotsuki Family (Shimotsuki Ushimaru)', 'Kozuki Family (Kawamatsu)']","['Warrior Monk', 'Highway Robber', 'Pet (former)']",,"['""Gyukimaru on Oihagi Bridge""']",['Alive'],['69'],['November 19th'],"['428 cm (14\'1"") (Human form)']",['X'],,['Hiroshi Shirokuma'],,,['Cyrus Rodas'],,['Wano Country (Ringo)'],['Gyukimaru'],,"['Hito Hito no Mi, Model: Onyudo']",,"['Human, Big Monk']",['Mythical Zoan'],,,,,,,,,,,
Madilloman,['マジロマン'],['Majiroman'],['Madillo-Man'],"['Chapter 939', 'Episode 935']",['Beasts Pirates'],['Gifter'],,,['Alive'],,,,,,['Toshitsugu Takashina'],,,['Gary Furlong'],,,,,,['Armadillo SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Dachoman,['ダチョウマン'],['Dachōman'],['N/A'],"['Chapter 940', 'Episode 937']",['Beasts Pirates'],['Gifter'],,,['Alive'],,,,,,['Hiromu Miyazaki'],,,['Kiba Walker'],,,,,,['Ostrich SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Omasa,['大マサ'],['Ōmasa'],['Ohmasa'],"['Chapter 952', 'Episode 946']",,"['Yakuza boss', 'Prisoner (former)', 'Samurai']",,"['""Blood Letter Omasa""']",['Alive'],,,,,,['Kōji Haramaki'],,,['William Ofoegbu'],,,,,,,,,,,,,,,,,,,
