chapter,character,note
981,Marco,image
981,Babanuki,flashback
981,Charlotte_Linlin,
982,Beegirl,
982,Kouzuki_Momonosuke,
983,Napoleon,cover
984,Trafalgar_D._Water_Law,
984,Kakunoshin,
987,Sanji,''cover''
987,Denjiro,
987,Kagero,
988,Shinobu,
988,Pound,cover
989,Napoleon,cover; image
989,Lola,cover; image
990,Nangi,flashback
991,Jaki,silhouette
992,Denjiro,
994,Kaidou,
995,Charlotte_Perospero,
996,Usopp,
997,Prometheus,
998,Black_Maria,
999,Tony_Tony_Chopper,cover
1000,Usopp,flashback
1000,Brook,flashback; cover
1000,Kouzuki_Momonosuke,
1000,Shimotsuki_Yasuie,flashback
1000,Giovanni,
1003,Sanji,
1003,Joseph,
1005,Marco,cover
1005,Shinobu,fantasy
1006,Scratchmen_Apoo,
1007,Izou,
1007,Raizo,
1007,Miyagi,cover
1008,Denjiro,
1011,Monkey_D._Luffy,cover
1011,Zeus,Wano
1012,Trafalgar_D._Water_Law,flashback
1012,Kawamatsu,
1012,Tama,
1015,Kanjuro,KO
1016,Bao_Huang,
1018,Joseph,silhouette
1019,Kaidou,
1019,Queen,
1019,Bisley,
1022,Sanji,
1022,Black_Maria,
1023,Charlotte_Perospero,
1023,Shimotsuki_Ryuma,flashback
1023,Vinsmoke_Yonji,flashback
1025,Trafalgar_D._Water_Law,
1026,Leo,cover
1027,Nekomamushi,
1027,Shishilian,
1028,Hakugan,
1028,Hyougoro,
1029,Eustass_Kid,
1031,Vinsmoke_Niji,flashback
1034,Queen,
1036,Fuga,
1036,Kazenbo,
1038,Eustass_Kid,
1041,Usopp,
1042,Kouzuki_Momonosuke,flashback
1044,Marco,cover
1046,Roronoa_Zoro,
1046,Choco_Police,cover
1047,Tsunagoro,
1049,Inbi,
1049,Blackback,cover
1050,Charlotte_Brownie,cover
1051,Brook,
1051,Yamato,
1052,Nami,
1052,Franky,
1052,Marcus_Mars,
1053,Tony_Tony_Chopper,
1053,Franky,
1053,Jaguar,image
1053,Tama,
1054,Buggy,cover
1055,Sanji,
1056,Tenguyama_Hitetsu,
1056,Wanda,
1056,Vinsmoke_Yonji,cover
1057,Kin'emon,flashback; image
1058,Nico_Robin,
1058,Dracule_Mihawk,
1058,Ahiru,
1061,Kujaku,
1062,Tony_Tony_Chopper,
1065,Jewelry_Bonney,cover
1067,Hattori,
1068,Stussy,cover
1068,Monkey_D._Dragon,cover
1069,Monkey_D._Luffy,
1069,Shaka,
1069,S-Hawk,
1071,Roronoa_Zoro,
1071,Tony_Tony_Chopper,cover
1071,Monkey_D._Garp,
1073,Brook,flashback
1073,S-Bear,cover
1075,S-Bear,
1076,Brogy,
1077,Nami,flashback
1079,Pomp,
1079,Shanks,
1082,Jango,
1083,Mansherry,flashback
1084,Perona,cover
1084,Yamato,cover
1085,Jabra,
1085,Nefertari_Vivi,
1086,Nico_Robin,cover
1086,Jaygarcia_Saturn,flashback
1086,Shepherd_Ju_Peter,flashback
1086,Pell,flashback
1089,Ethanbaron_V._Nusjuro,image
1089,Shepherd_Ju_Peter,image
1089,Pythagoras,image
1089,Woop_Slap,
1090,Nami,
1090,Tosa,
1092,Monkey_D._Luffy,cover
1094,Roronoa_Zoro,
1094,Jinbe,Zombie
1094,Atlas,cover
1098,Brook,cover
1099,Shanba,
1099,Heracles,cover
1099,Kouzuki_Oden,cover
1100,Borsalino,
1100,Sabo,
1102,Totts,
1102,Jinbe,
1102,Emporio_Ivankov,flashback
1104,Sanji,
1105,Tony_Tony_Chopper,
1105,Brook,
1105,Bartholomew_Kuma,
1108,Nico_Robin,cover
1109,Jewelry_Bonney,
1109,Ushiano,broadcast; flashback
1109,Morgans,
1110,Jinbe,
1110,Bluegrass,broadcast
1111,Marcus_Mars,
1113,Nico_Robin,cover
1113,Pythagoras,broadcast
1114,Brogy,
1114,Nerona_Imu,
1116,Shakuyaku,
1117,Jewelry_Bonney,
1117,Gin,
1117,Utan_Divers,
1117,Ethanbaron_V._Nusjuro,
1117,Atlas,
1118,Marcus_Mars,
1119,Cocox,cover
1121,Marshall_D._Teach,flashback
1121,Jaygarcia_Saturn,
1121,Shirahoshi,
1121,Monkey_D._Dragon,fantasy
1122,Buggy,
1124,Roronoa_Zoro,
1124,Sanji,
1125,Jaygarcia_Saturn,
1125,Yamato,cover
1126,Charlotte_Pudding,
1126,Doc_Q,
1126,Lilith,cover
1126,Some,cover
1127,Zeus,cover
1129,Monkey_D._Luffy,
1129,Roronoa_Zoro,
1130,Jinbe,
1130,Brogy,
1131,Nami,
1134,Bent,image
1135,Kamijiro,cover
1136,Zeus,
1137,Gerd,picture
1141,Goldberg,cover
1142,Bjorn,
1142,Ronja,cover
1144,Yamato,cover
1145,Usopp,image
1145,Brogy,
1145,Nash,flashback
1145,Ylva,
1146,Page_One,cover
1146,Olav,
1147,Nico_Robin,
1148,Brook,
1149,Jarul,
1149,Ange,
1150,Jinbe,
1150,Jarul,
1152,Oimo,flashback
1154,Harald,
1155,Nerona_Imu,flashback
1159,Rocks_D._Xebec,
1160,Buckingham_Stussy,
1161,John,
1161,Yamato,cover
1161,Shanks,doll
1161,Brogy,doll
1163,Edward_Newgate,
1163,Doringo,
1163,Shakuyaku,
1164,Rocks_D._Xebec,
1165,Silvers_Rayleigh,
1165,Trafalgar_D._Water_Law,cover
1166,Scopper_Gaban,
1167,Mugren,
1167,Boa_Sandersonia,
1167,Road,
1167,Loki,
1168,Goldberg,flashback
1170,Jarul,
1171,Nerona_Imu,flashback
1171,Topman_Warcury,flashback
1172,Stansen,
1174,Ylva,
1175,Olav,
1175,Nerona_Imu,possessed
1177,Loki,
1178,Jarul,image
1178,Manmayer_Gunko,possessed
1179,Skaldi,
1179,Karin,
1179,Lilith,flashback
1180,Usopp,K.O.
1181,Harald,flashback
1,Monkey_D._Luffy,cover
4,Ukkari,
6,Helmeppo,
7,Pirate_Bear,cover
9,Roronoa_Zoro,
14,Poro,flashback
16,Roronoa_Zoro,
16,Mohji,K.O.
23,Nami,shadowed
25,Kaya,
30,Jango,voice
30,Buchi,voice
33,Nami,
34,Kuro,
34,Jango,
37,Morgan,flashback
39,Ninjin,cover
41,Tamanegi,flashback
43,Fullbody,
43,Sanji,cover
46,Zeff,cover
46,Patty,cover
46,Roxanne,cover
47,Cocox,cover
48,Roronoa_Zoro,cover
48,Gin,cover
50,Roronoa_Zoro,cover
50,Usopp,cover
50,Patty,mentioned only
51,Yosaku,
52,Monkey_D._Luffy,cover
52,Patty,
52,Dracule_Mihawk,
53,Patty,image
58,Sanji,
59,Richie,cover
59,Pearl,flashback
61,Krieg,
66,Roronoa_Zoro,flashback
68,Zeff,cover
70,Sanji,cover
70,Nami,image
74,Richie,cover
77,Nojiko,flashback
79,Nami,
81,Nami,Marine Rank
87,Nami,flashback
87,Yosaku,
89,Helmeppo,cover
89,Nako,
92,Ripper,cover
96,Lucky_Roux,
96,Packy,wanted poster
97,Tashigi,cover
98,Sanji,
100,Cabaji,
101,Nami,cover
103,Roronoa_Zoro,flashback
104,Nefertari_Vivi,
108,Bogard,cover
108,Koby,cover
120,Galdino,
123,Marianne,
126,Galdino,
129,Nami,cover
130,Karoo,shadowed
131,Monkey_D._Luffy,
131,Wapol,cover
134,Wapol,
134,Kureha,
137,Chess,
138,Wapol,
138,Kuromarimo,
140,Kuromarimo,flashback
140,Karoo,cover
142,Kuromarimo,flashback
145,Wapol,cover
147,Kureha,flashback
153,Sanji,cover
155,Nefertari_Cobra,
155,Mr._11,portrait
157,Fullbody,cover
157,Nefertari_Vivi,
159,Roronoa_Zoro,
160,Roronoa_Zoro,
160,Crocodile,
163,Fullbody,cover
166,Monkey_D._Luffy,
166,Roronoa_Zoro,
171,Kappa,
171,Bentham,
177,Monkey_D._Luffy,
181,Koza,
182,Usopp,cover
196,Nefertari_Vivi,
198,Crocodile,cover
199,Pappag,cover
199,Pell,
199,Nico_Robin,
200,Pappag,cover
200,Pell,
206,Nefertari_Vivi,
207,Tansui,cover
209,Nami,cover
209,Camie,cover
213,Usopp,
213,Ho,
215,Terracotta,
217,Hina,
221,Nami,
222,Sarquiss,cover
224,Mani,cover
226,Usopp,
227,Tony_Tony_Chopper,photo
227,Mont_Blanc_Noland,image
233,Richie,K.O.
234,Edward_Newgate,
236,Roronoa_Zoro,
237,Nico_Robin,
242,Nico_Robin,cover
242,Wapol,cover
243,Dalton,cover
252,Raki,cover
253,Hakowan,cover
255,Nami,
256,Shura,flashback
257,Monkey_D._Luffy,K.O.
257,Braham,cover
262,Wapol,cover
262,Hakowan,cover
264,Kamakiri,
266,Roronoa_Zoro,cover
269,Genbo,
274,Sanji,cover
279,Conis,flashback
281,Monkey_D._Luffy,cover
284,Monkey_D._Luffy,cover
285,Roronoa_Zoro,K.O.
286,Nico_Robin,cover
286,Gan_Fall,K.O.
288,Seto,
289,Mousse,
290,Coburn,
291,Nola,
294,Wyper,K.O.
296,Roronoa_Zoro,K.O.
296,Tony_Tony_Chopper,K.O.
298,Conis,cover
303,Shoujou,
303,Topman_Warcury,cover; photo
306,Hamburg,
310,Sanji,
310,Nico_Robin,
310,Foxy,
313,Sanji,
318,Monda,
323,Chimney,cover
327,Tony_Tony_Chopper,cover
327,Tamagon,flashback
328,Tony_Tony_Chopper,
329,Franky,disguised
329,Mozu_and_Kiwi,
338,Kaku,
338,Gonbe,cover
339,Mozu_and_Kiwi,image
339,Toto,cover
342,Franky_Family,
343,Nefertari_Vivi,cover
344,Hattori,cover
345,Paulie,cover
346,Kaku,image
348,Paulie,cover
351,Kaku,
352,Franky,"flashback, photo"
353,Blueno,
362,Nami,
362,Hattori,cover
363,Nami,
365,Bushon,
367,Usopp,
372,Kaku,
373,Franky_Family,
375,Peepley_Lulu,flashback
376,Franky,
377,Franky,cover
377,Dago,
378,Zambai,
378,Marianne,cover
380,Roronoa_Zoro,Marine Rank
381,Franky_Family,
384,Franky,
386,Marianne,cover
388,Nico_Robin,Marine Rank
390,Bentham,cover
395,Gram,
397,Hack,flashback
400,Marianne,cover
401,Monkey_D._Luffy,cover
401,Kaku,
408,Kumadori,cover
409,Franky_Family,
410,Kalifa,
421,Roronoa_Zoro,K.O.
424,Raki,cover
428,Roronoa_Zoro,
429,Onigumo,
430,Usopp,
431,Nami,
432,Monkey_D._Luffy,
432,Charlotte_Linlin,image
432,Monkey_D._Garp,Cover
433,Koby,
433,Marcus_Mars,
436,Dago,
437,Tyrannosaurus,
438,Franky,cover
438,Spacey,cover
439,Nami,
439,Kuzan,
439,Koby,
439,Gomorrah,
439,Yokozuna,
441,Seamars,cover
442,Nami,
442,Franky,cover
443,Monkey_D._Luffy,
443,Nico_Robin,cover
445,Nami,silhouette
446,Nami,
447,Absalom,invisible
449,Gecko_Moria,silhouette
449,Hogback,Zombie
451,Galaxy,"cover, flashback"
453,Franky,Zombie
455,Jigoro,image
458,Tony_Tony_Chopper,
461,Usopp,
463,Inuppe,image
465,Enel,cover
469,Nami,K.O
470,Nico_Robin,
473,Monkey_D._Luffy,
473,Roronoa_Zoro,
474,Cosmo,cover
478,Usopp,K.O
481,Buhichuck,K.O.
482,Risky_Brothers,K.O.
482,Brook,
485,Franky,
485,Lola,
486,Absalom,
486,Chimney,cover
492,Rob_Lucci,"cover, K.O."
492,Hatchan,
496,Franky,"cover, K.O."
498,Gyogyo,
499,Rosward_Charlos,
503,Eustass_Kid,
504,Wire,
504,Basil_Hawkins,cover
504,Hatchan,
505,Hattori,cover
505,Hatchan,
506,Tony_Tony_Chopper,
507,Gyogyo,
507,Hatchan,
508,Roronoa_Zoro,
508,Rob_Lucci,cover
511,Kalifa,cover
514,Fukurou,cover
518,Boa_Marigold,
518,Bacura,
518,Blueno,cover
519,Marguerite,petrified
521,Hatchan,flashback
522,Franky,image
522,Rob_Lucci,"cover, silhouette"
522,Blueno,"cover, silhouette"
522,Hattori,"cover, silhouette"
524,Roronoa_Zoro,
525,Monkey_D._Garp,Marine Rank
527,Spandine,cover
528,Salome,
529,Buggy,flashback
530,Portgas_D._Ace,"image, shadowed"
534,Nami,Cover Page
534,Sadi,
536,Sukoshiba_Kanishitoru,disbanded
537,Tsunokkov,
540,Crocodile,
540,Inazuma,
542,Doc_Q,
542,Magellan,
542,Galdino,cover
545,Inazuma,disbanded
553,Zodia,cover page
553,Doberman,
555,Bartholomew_Kuma,cover page
558,Boa_Hancock,disbanded
558,Pekkori,cover
562,Emporio_Ivankov,
563,A_O,
563,Bizarre,
564,Sengoku,
564,Borsalino,
565,Crocodile,
567,Rakuyo,
567,Dalmatian,
568,Curiel,
569,Salome,K.O.
570,Monkey_D._Luffy,cover
570,Boa_Hancock,
571,Blenheim,
574,Blenheim,
574,Rush,
575,Edward_Newgate,deceased
576,Portgas_D._Ace,deceased
576,Vasco_Shot,flashback
580,Bartholomew_Kuma,K.O.
581,Buggy,cover page
581,Van_Augur,flashback
589,Roronoa_Zoro,silhouette
594,Brownbeard,
595,Scotch,
595,Emporio_Ivankov,
596,Heracles,flashback
597,Roronoa_Zoro,
597,Usopp,
597,Silvers_Rayleigh,flashback
598,Brook,
598,Fake_Chopper,image
601,Franky,voice
602,Boa_Hancock,
602,Perona,
603,Vegapunk,"hidden, flashback"
607,Wadatsumi,in a barrel
608,Franky,in a barrel
609,Hammond,
610,Hammond,K.O.
610,Kasagoba,K.O.
611,Pappag,
615,Hatchan,cover
615,Magra,cover
619,Jinbe,
619,Hatchan,cover
620,Boa_Sandersonia,"flashback, silhouette"
627,Shirahoshi,flashback
630,Ipponume,cover
634,Sanji,
635,Jean_Noueilles,
636,Daruma,
637,Usopp,
639,Roronoa_Zoro,
640,Jinbe,
642,Dosun,
643,Tony_Tony_Chopper,
645,Hody_Jones,
645,Jozu,flashback
646,Daruma,cover
647,Birdy,
648,Ryuboshi,
649,Dosun,K.O.
649,Minister_of_the_Left,
649,Medaka_Mermaid_Quintuplets,
650,Minister_of_the_Right,
653,Portgas_D._Ace,flashback
653,Adele,
654,Roronoa_Zoro,
654,Risky_Brothers,cover
656,Franky,cover
659,Nami,
660,Sind,
662,Nico_Robin,image
663,Silvers_Rayleigh,flashback
664,Nico_Robin,image
665,Usopp,
665,Franky,cover
665,Trafalgar_D._Water_Law,cover
665,Yeti_Cool_Brothers,silhouette
666,Mocha,
671,Caesar_Clown,
672,Nico_Robin,K.O
673,Franky,
675,Trafalgar_D._Water_Law,cover
676,Roronoa_Zoro,cover
679,Run,
680,Sanji,cover
680,Brownbeard,
681,Vergo,
682,Trafalgar_D._Water_Law,cover
687,Roronoa_Zoro,cover
691,Smoker,
692,Nami,
692,Caesar_Clown,
692,Uzu,flashback
694,Vergo,
694,Baby_5,cover
697,Monkey_D._Luffy,
699,Kuzan,image
700,Jewelry_Bonney,image
700,Buggy,image
701,Mario,
702,Senor_Pink,cover
705,Tony_Tony_Chopper,
705,Kanjuro,mentioned
706,Orlumbus,
712,Hajrudin,flashback
716,Jinbe,image
718,Kyros,cover
718,Gancho,
718,Bomba,
721,Scarlett,flashback
722,Giolla,
723,Giolla,
723,Caesar_Clown,cover
723,Kin'emon,
726,Monkey_D._Luffy,cover
726,Kelly_Funk,
727,Monet,image
728,Gladius,flashback
729,Sanji,
729,Riku_Doldo_III,flashback
730,Franky,K.O.
730,Pekoms,"cover, flashback"
730,Baburu,cover
731,Caribou,"cover, image"
731,Gancho,
733,Nami,cover
734,Meadows,K.O.
736,Trafalgar_D._Water_Law,K.O.
736,Jesus_Burgess,
737,Sai,
742,Monkey_D._Luffy,K.O.
742,Leo,
743,Trafalgar_D._Water_Law,
743,Orlumbus,Fish-Man
746,Riku_Doldo_III,flashback
746,Inhel,K.O.
747,Perona,cover
748,Cavendish,
749,Blue_Gilly,
750,Machvise,
750,Suleiman,Fish-Man
751,Jeet,
752,Diamante,
752,Senor_Pink,cover
752,Gladius,cover
753,Trafalgar_D._Water_Law,
753,Donquixote_Doflamingo,
753,Sai,
753,Blue_Gilly,
754,Chinjao,
760,Kin'emon,"flashback, silhouette"
762,Dellinger,cover
768,Issho,flashback
772,Roronoa_Zoro,
773,Kyros,flashback
774,Dellinger,K.O.
774,Rebecca,
775,Inhel,flashback
777,Jinbe,cover
777,Hack,
779,Sanji,cover
779,Franky,cover
779,Rebecca,
779,Sabo,
781,Trafalgar_D._Water_Law,
781,Trebol,cover
782,Leo,
785,Usopp,
785,Inhel,
785,Elizabello_II,
787,Kin'emon,
788,Dagama,
789,Chinjao,cover
789,Riku_Doldo_III,
789,Kyros,
791,Nubon,
791,Gatz,Fish-Man
793,X_Drake,
796,Gatz,
798,Gatz,
801,Brook,wanted poster
801,Kyros,statue
801,Jeet,flashback
801,Sabo,"image, silhouette"
802,Kanjuro,
804,Franky,
805,Monkey_D._Luffy,
805,Penguin,
809,Monkey_D._Luffy,
815,Torasaburo,
816,Iceburg,cover
817,Trafalgar_D._Water_Law,
819,Wanda,
819,Kitton,cover
820,Monkey_D._Luffy,
820,Brook,
821,Trafalgar_D._Water_Law,voice
822,Penguin,
823,Riku_Doldo_III,
824,Zunesha,image
833,Usopp,cover
834,Charlotte_Perospero,
834,Carrot,copy
836,Charlotte_Cracker,flashback
838,Nami,
839,Vinsmoke_Ichiji,flashback
843,Pekoms,flashback
843,Vinsmoke_Ichiji,"photo, flashback"
846,Charlotte_Opera,
847,Charlotte_Galette,
848,Monkey_D._Luffy,cover
849,Nami,cover
851,Diesel,
857,Nami,
857,Kingbaum,incapacitated
858,Diesel,
860,Charlotte_Angel,
861,Tony_Tony_Chopper,
861,Vito,
861,Gotti,
861,Charlotte_Dosmarche,
862,Charlotte_Mobile,
862,Vinsmoke_Yonji,
862,Caesar_Clown,
863,Lu_Feld,photo
864,Jinbe,
864,Charlotte_Pudding,
865,Morgans,flashback
868,Sanji,
868,Raideen,flashback
869,Charlotte_Chiffon,cover
869,Vinsmoke_Judge,
870,Brook,
873,Napoleon,
874,Sanji,
874,Vinsmoke_Reiju,cover
875,Charlotte_Kato,
878,Charlotte_Brûlée,flashback
879,Nami,
880,Charlotte_Linlin,
884,Tamago,
884,Pekoms,
885,Charlotte_Oven,
886,Tony_Tony_Chopper,cover
887,Jinbe,
888,Nami,cover
889,Charlotte_Linlin,
892,Charlotte_Smoothie,
894,Monkey_D._Luffy,
894,Charlotte_Raisin,
896,Charlotte_Brûlée,
897,Jinbe,cover
899,Charlotte_Amande,
901,Charlotte_Moscato,
902,Brook,
902,Nitro,
903,Shirahoshi,
906,Columbus,cover
906,Sterry,
906,Sarie_Nantokanette,
907,Monkey_D._Luffy,image
907,Momonga,
907,Fullbody,flashback
907,Shirahoshi,
908,Mansherry,
908,Kureha,
909,Giro_Chintaro,flashback
911,Tenguyama_Hitetsu,flashback
915,Monkey_D._Luffy,
917,Bellamy,cover
918,Tsuru,
921,Shinobu,silhouette
921,Kawamatsu,silhouette
922,Nami,
924,Shachi,
924,Kouzuki_Momonosuke,
926,Shachi,
928,Toko,
930,Charlotte_Linlin,cover
930,Charlotte_Daifuku,
931,Franky,cover
934,Tama,
936,Bepo,image
937,Babanuki,
938,Nico_Robin,
941,Denjiro,
942,Holed'em,flashback
943,Solitaire,image
944,Charlotte_Linlin,cover
945,Fujin,
947,Charlotte_Perospero,flashback
949,Usopp,cover
950,Hyougoro,flashback
951,Hakugan,
951,Jack,
951,Garudan,
951,Gangaru,
952,Yatappe,
958,Shanks,flashback
959,Kamijiro,flashback
959,Tenguyama_Hitetsu,flashback
959,Yomo,flashback
960,Tenguyama_Hitetsu,
960,Katsuzo,corpse
962,Charlotte_Linlin,silhouette
966,Kouzuki_Hiyori,cover
967,Bankuro,
967,Kouzuki_Toki,
967,Hitsugisukan,cover
968,Bankuro,Roger Pirates
968,Lola,cover
968,Kouzuki_Hiyori,
970,Kawamatsu,
971,Kurozumi_Orochi,flashback
971,Charlotte_Chiffon,"image, cover"
974,Kawamatsu,flashback
974,Hyougoro,flashback
975,Usopp,
975,Shishilian,
976,Nami,
976,Trafalgar_D._Water_Law,
978,Hidayu,
979,Rampo,cover
980,Wire,
980,Charlotte_Chiffon,cover
981,Charlotte_Mobile,
981,Shinobu,
981,Kurosawa,
983,Sanji,flashback
983,Page_One,
983,Yamato,
984,Marco,
984,Fukurokuju,
984,Raizo,
986,Prince_Grus,cover
986,Gangaru,flashback
987,Tabuhachiro,
988,Brook,cover
989,Jaki,
989,Prometheus,cover; image
991,Hatcha,silhouette
993,Waruno_Furishiro,
994,Izou,
994,Saitank,
994,Jigoku_Benten,
996,Prometheus,
996,Shinobu,
998,Yatappe,cover
999,Sanji,cover
1000,Shishilian,
1002,Trafalgar_D._Water_Law,
1003,Napoleon,
1003,Vinsmoke_Reiju,cover
1004,Scorpionlady,
1005,Wire,
1007,Tristan,cover
1009,Kikunojo,cover
1011,Ulti,flashback; silhouette
1013,Kaidou,
1013,Zeus,
1015,Blackback,
1016,Who's-Who,
1017,Jumper,cover
1019,Miyagi,
1021,Jean_Bart,cover
1022,Basil_Hawkins,
1024,Usopp,
1025,Roronoa_Zoro,cover
1026,Kouzuki_Momonosuke,flashback
1028,Nico_Robin,cover
1031,Killer,cover
1031,Queen,
1032,Yamato,
1032,Scratchmen_Apoo,
1032,Maha,
1032,Kouzuki_Hiyori,
1039,Brook,cover
1039,Jaguar,
1040,Tony_Tony_Chopper,
1041,Franky,
1041,Kouzuki_Oden,flashback
1043,Joseph,
1044,Nami,
1044,Kazenbo,flashback
1046,Nami,
1046,Hamlet,
1047,Hamlet,
1048,Kouzuki_Toki,flashback
1048,Kin'emon,flashback
1049,Jinbe,
1049,Bepo,
1049,Penguin,
1049,Eustass_Kid,flashback
1049,Tama,flashback
1049,Kurozumi_Higurashi,flashback
1050,Nami,
1050,Cho,
1051,Kin'emon,
1055,Usopp,
1056,Jinbe,image
1057,Jinbe,cover
1060,Monkey_D._Luffy,
1060,Crocodile,flashback
1060,Ethanbaron_V._Nusjuro,
1061,Vinsmoke_Yonji,cover
1062,Nico_Robin,
1063,Tony_Tony_Chopper,
1063,Ikkaku,
1063,Doc_Q,
1064,Marshall_D._Teach,cover
1065,Koby,cover
1066,Nami,
1066,Gerd,flashback
1067,Usopp,
1068,Tony_Tony_Chopper,
1068,Franky,image
1069,Atlas,
1070,Atlas,
1072,S-Snake,
1073,Ratel,flashback
1074,Vegapunk,flashback
1075,Usopp,
1076,Bonk_Punch,
1077,Sentomaru,flashback
1079,Boogie,
1084,Jaygarcia_Saturn,
1084,Ryuboshi,
1084,Tritobu,cover
1085,Kalifa,
1085,Portgas_D._Ace,flashback
1086,Igaram,flashback
1086,Wapol,flashback
1088,Morgan,cover
1089,Emporio_Ivankov,image
1089,Ahiru,image
1089,Kouzuki_Momonosuke,
1090,Jaygarcia_Saturn,
1090,Borsalino,
1091,Sanji,cover
1095,Figarland_Garling,flashback
1098,Emporio_Ivankov,
1099,Bartholomew_Kuma,
1100,Sentomaru,
1100,Hack,
1101,Stussy,cover
1103,Nami,cover
1105,Monkey_D._Luffy,
1107,Brook,
1108,Atlas,cover
1109,Tony_Tony_Chopper,
1110,Franky,
1110,Doll,
1113,Jinbe,cover
1115,Sabo,
1115,Stussy,
1116,Sakazuki,
1116,Nefertari_D._Lili,image
1116,Minister_of_the_Left,
1117,Nami,
1117,Koby,
1117,Sabo,
1118,Atlas,
1119,Charlotte_Brownie,
1119,Sarfunkel,cover
1120,Brook,
1121,Shanks,
1121,Gol_D._Roger,flashback
1121,Koby,"flashback, broadcast"
1122,Jaygarcia_Saturn,
1122,Koby,broadcast
1123,Bartholomew_Kuma,
1124,Tony_Tony_Chopper,
1129,Shinobu,cover
1131,Tony_Tony_Chopper,
1133,Brogy,
1134,Mag,image
1134,Olav,image
1135,Hajrudin,cover
1136,Road,cover
1138,Biblo,
1139,Ripley,image
1140,Scopper_Gaban,flashback
1141,Ripley,
1142,Jörmungandr,
1143,Road,flashback
1145,Zeus,image
1146,Harald,picture
1146,Skaldi,
1146,Johanna,flashback
1148,Yamato,cover
1151,Tony_Tony_Chopper,
1151,Road,
1151,Karin,
1151,Johanna,cover
1153,Yamato,cover
1155,Tony_Tony_Chopper,cover
1155,Brook,cover
1158,Yamon,
1159,Silvers_Rayleigh,image
1159,Page_One,cover
1161,Portgas_D._Ace,doll
1161,Charlotte_Pudding,doll
1161,Zeff,doll
1163,Shiki,
1164,John,
1164,Taro,Roger Pirates
1165,Yamon,cover
1166,Shepherd_Sommers,
1166,Bartholomew_Kuma,
1167,Scopper_Gaban,
1170,Shepherd_Sommers,image
1173,Karin,through Gunko
1174,Olav,
1175,Jinbe,
1175,Ragnir,
1175,Thormann,cover
1177,Jarul,
1178,Roronoa_Zoro,
1181,Nerona_Imu,flashback
1,Woop_Slap,flashback
2,Monkey_D._Luffy,mentioned only
3,Koby,flashback
8,Nami,
22,Monkey_D._Luffy,
24,Nami,
24,Piiman,
28,Roronoa_Zoro,cover
30,Usopp,
31,Merry,
31,Piiman,
37,Buggy,cover
41,Piiman,flashback
44,Roronoa_Zoro,cover
50,Nami,cover
55,Mohji,cover
55,Ideaman,
56,Krieg,
61,Usopp,cover
66,Monkey_D._Luffy,flashback
69,Monkey_D._Luffy,
70,Chabo,
74,Cabaji,cover
78,Arlong,
78,Pisaro,
79,Mummy_Mee,
80,Genzo,
84,Arlong,cover
84,Genzo,
86,Nojiko,
89,Roronoa_Zoro,
90,Usopp,
96,Sanji,
112,Roronoa_Zoro,cover
114,Sanji,cover
115,Sanji,cover
121,Roronoa_Zoro,K.O.
128,Crocodile,voice
129,Roronoa_Zoro,cover
133,Wapol,flashback
133,Tony_Tony_Chopper,shadowed
134,Sanji,
141,Usopp,
142,Hiriluk,flashback
145,Fullbody,cover
149,Jango,cover
155,Chaka,cover
157,Smoker,cover
161,Sanji,cover
161,Nefertari_Vivi,
161,Zala,
165,Zala,
166,Tony_Tony_Chopper,cover
166,Matsuge,flashback
167,Monkey_D._Luffy,
167,Usopp,cover
168,Bentham,photo; disguised
176,Crocodile,
177,Roronoa_Zoro,
177,Sanji,
178,Tashigi,flashback
179,Smoker,
180,Monkey_D._Luffy,
182,Kebi,flashback
183,Sanji,cover
197,Gyaro,cover
199,Tansui,cover
201,Mashikaku,
204,Usopp,cover
205,Nefertari_Cobra,flashback
210,Crocodile,K.O.
211,Sanji,cover
211,Octopus_Mash,cover
212,Hina,
212,Mashikaku,cover
213,Nami,
213,Chaka,
215,Nefertari_Vivi,
216,Camie,cover
217,Roronoa_Zoro,
228,Monkey_D._Luffy,
228,Nami,
229,Nico_Robin,
238,Usopp,cover
239,Pagaya,
240,Monkey_D._Luffy,
241,Usopp,
242,Tony_Tony_Chopper,cover
243,Tony_Tony_Chopper,cover
255,Gedatsu,flashback
256,Wapol,cover
259,Tony_Tony_Chopper,cover
260,Nico_Robin,cover
273,Nola,
274,Monkey_D._Luffy,cover
274,Tony_Tony_Chopper,K.O.
275,Kamakiri,K.O.
277,Roronoa_Zoro,K.O.
281,Pierre,cover
281,Conis,cover
285,Enel,K.O.
294,Mont_Blanc_Cricket,flashback
299,Utan_Divers,K.O.
301,Nico_Robin,
302,Koda,cover
302,Kyuji,cover
307,Monkey_D._Luffy,
309,Porche,
309,Big_Pan,
311,Itomimizu,
313,Mountain_Ricky,
319,Sanji,
325,Gedatsu,cover
327,Hattori,
327,Kaku,
330,Roronoa_Zoro,
330,Kiev,
331,Corgi,
331,Goro,cover
332,Dirt_Boss,cover
333,Dirt_Boss,cover
345,Hattori,
347,Rob_Lucci,
347,Iceburg,cover
348,Kaku,
350,Mozu_and_Kiwi,
353,Rob_Lucci,K.O.
354,Paulie,
358,Hattori,flashback
360,Blueno,
361,Babe,cover; newspaper
361,Paulie,
362,Paulie,
363,Gem,cover
365,Jerry,K.O.
366,Franky_Family,
366,Schollzo,
369,Kalifa,
371,Chimney,cover
